Date,Close,High,Low,Open,Volume
2010-08-26,0.2246496081352234,0.2329020456197756,0.2246496081352234,0.23038045990870218,657596000
2010-08-27,0.23198509216308594,0.23381897018982964,0.22029415731702282,0.22602500907131143,1060416000
2010-08-30,0.22098179161548615,0.23106810437361128,0.22098179161548615,0.2292342268424204,602804000
2010-08-31,0.21387562155723572,0.22464963224575402,0.21318791380523863,0.21777259571607285,931488000
2010-09-01,0.21548022329807281,0.21983567321010566,0.21433405298771827,0.2170848699306259,851440000
2010-09-02,0.21937720477581024,0.22006489874586138,0.2141048160216139,0.21616792525862236,596292000
2010-09-03,0.22694194316864014,0.22762963716620085,0.2218987855360546,0.22464960251658164,566484000
2010-09-07,0.22900506854057312,0.23427744421182453,0.22579578867004715,0.22625425136722413,899820000
2010-09-08,0.23656980693340302,0.23817446751241786,0.2269419800936168,0.2294635661519025,1224156000
2010-09-09,0.23336051404476166,0.23977907365454068,0.2303804655837724,0.23954982864721172,697748000
2010-09-10,0.23083898425102234,0.2356529119574692,0.22877588799218174,0.23496520409556762,609292000
2010-09-13,0.24390530586242676,0.2468853544866977,0.23496515998961387,0.23496515998961387,1015792000
2010-09-14,0.24161292612552643,0.24482219192685678,0.23954980325879585,0.24184214378170454,698536000
2010-09-15,0.24207136034965515,0.24230060530577838,0.2361112647589651,0.23932055751043335,555572000
2010-09-16,0.24230067431926727,0.2443637702045938,0.23886216295915036,0.23886216295915036,365280000
2010-09-17,0.24184226989746094,0.24482231959664763,0.2411545892434607,0.24459310182093716,416884000
2010-09-20,0.2455100268125534,0.24642697989314472,0.23954992743275058,0.2418422691439257,443168000
2010-09-21,0.25880545377731323,0.26293167176508836,0.24413448685061478,0.24413448685061478,1779624000
2010-09-22,0.26109790802001953,0.26339024907078473,0.2562839808826683,0.25788861415283176,999996000
2010-09-23,0.2663702070713043,0.2746226438173813,0.26178552606278477,0.2640778665670445,1240872000
2010-09-24,0.2810412645339966,0.2819582173335761,0.2702672672586746,0.2723303632357229,1086976000
2010-09-27,0.2750811278820038,0.2833335371242955,0.2714133722230827,0.2831043194748965,999504000
2010-09-28,0.2743934094905853,0.27829038264567113,0.26957948379339813,0.275310334705834,723192000
2010-09-29,0.2723304033279419,0.28035362536627734,0.26935035411259406,0.27187194052408786,974904000
2010-09-30,0.2677456736564636,0.2789781606777664,0.2654533327125479,0.2757688669601686,787632000
2010-10-01,0.2601810097694397,0.27210120759484246,0.2581179133218174,0.271642717427045,999120000
2010-10-04,0.25765934586524963,0.2620148098647731,0.25238695645890985,0.25765934586524963,749500000
2010-10-05,0.25949326157569885,0.26361948115749145,0.2588055537575897,0.2631610183877061,753588000
2010-10-06,0.2471146434545517,0.26063947501122875,0.24459308414277137,0.25949330423491035,1057604000
2010-10-07,0.24528081715106964,0.24849008472212497,0.23794530157116667,0.24826083961267686,761488000
2010-10-08,0.24894842505455017,0.2510115480432796,0.24092523274993366,0.24436374373762645,706932000
2010-10-11,0.2478022277355194,0.252157690908328,0.24665605753112554,0.25009456814430714,442680000
2010-10-12,0.2526162564754486,0.25376242714695063,0.24367610884161434,0.24573923244643656,605208000
2010-10-13,0.2599516808986664,0.26361943709766616,0.25399161123386405,0.25674241471968495,968732000
2010-10-14,0.25582563877105713,0.26063954085151647,0.2546794403783301,0.26018107789054995,599172000
2010-10-15,0.25880545377731323,0.26293167176508836,0.2558254332615023,0.25995162392242566,639940000
2010-10-18,0.26041024923324585,0.2615564199742701,0.25445015044917346,0.2590348334132704,448156000
2010-10-19,0.25880545377731323,0.26063933147486346,0.25261614045907643,0.2546792357895381,866136000
2010-10-20,0.25880545377731323,0.265911719607751,0.2544500181566267,0.2590346987370764,763532000
2010-10-21,0.2542208731174469,0.2594932633226281,0.2503238985577434,0.25903480054975636,1014428000
2010-10-22,0.2704964280128479,0.27255955088238476,0.2530746290843028,0.2558254595770186,1322676000
2010-10-25,0.2730180025100708,0.27508112529639184,0.270037954481065,0.27255953988872844,673136000
2010-10-26,0.27210116386413574,0.27622738342310205,0.2675164815379203,0.269808822701028,675248000
2010-10-27,0.27599799633026123,0.2769149213928526,0.2688917314512096,0.2695794389115772,496796000
2010-10-28,0.27622726559638977,0.2805827010177075,0.27370568046182653,0.2796657758743302,704448000
2010-10-29,0.27553966641426086,0.2785197152922315,0.2727888625756961,0.2757688841268055,554664000
2010-11-01,0.27599799633026123,0.28172884628857764,0.27370565634693467,0.27737341125099646,473920000
2010-11-02,0.28172898292541504,0.28631366511561107,0.2755396674340227,0.277144300735219,581036000
2010-11-03,0.28379207849502563,0.2856259566567532,0.276227348157186,0.28356283347723765,671748000
2010-11-04,0.2842505872249603,0.28952297754597456,0.2837921244420163,0.2865429284665436,700016000
2010-11-05,0.2890644967556,0.2915860555681418,0.2849382773124225,0.28631366557557403,735116000
2010-11-08,0.29021063446998596,0.2927321929972337,0.2865428781961695,0.2888352190355902,605156000
2010-11-09,0.28860604763031006,0.29250304991274817,0.28700141409882307,0.29021070848866237,633964000
2010-11-10,0.2920444905757904,0.2920444905757904,0.2865428565800952,0.2906690752451525,521016000
2010-11-11,0.2890644967556,0.2938783966669225,0.28127052062362884,0.2851674950261837,1089980000
2010-11-12,0.3039645552635193,0.3135924047152693,0.29869216802252463,0.30006758289473096,2142560000
2010-11-15,0.3002969026565552,0.30969551038493714,0.29960922231333503,0.3053400740192127,733548000
2010-11-16,0.2913568317890167,0.299380025467725,0.290898369044177,0.2952538061104457,739356000
2010-11-17,0.296170711517334,0.29960922254350214,0.28837673679523895,0.29112754015080217,551764000
2010-11-18,0.30534014105796814,0.30832019006467853,0.3000677508656132,0.3000677508656132,993120000
2010-11-19,0.3151971697807312,0.31634334021413224,0.30419392815470947,0.3046523908626982,716484000
2010-11-22,0.3154263496398926,0.3172602000930251,0.3103831789132191,0.31313400924662393,462668000
2010-11-23,0.30809083580970764,0.3149678569290172,0.3057984954366045,0.31175859133741385,457832000
